# Tile ,NCCS_ID,Status,RA,Dec,Vmag,err_Vmag,Rmag,Imag,VFWHM,RFWHM,IFWHM,?,?,?,?,Quality ,Redshift,Distance,,,,My favorite H0=74.03 km*s^-1*Mpc^-1,,C=2.99E8 m/s
tile21h36m+88d42m,1310876,3,319.4648,88.80607,17.055,0.011,16.185,15.619,2.721,3.055,2.835,0,0,0,3,3,0.045,181.750641631771,,,,,,
tile16h48m+88d42m,627087,3,269.80977,88.63564,17.086,0.016,16.359,15.554,1.407,1.872,2.01,0,0,0,2,5,0.0451,182.154531946508,,,,,,
tile02h24m+87d48m,1579043,3,37.81019,87.61062,17.269,0.036,16.4,15.713,2.791,5.879,4.909,2,2,2,3,5,0.0451,182.154531946508,,,,,,
tile09h36m+89d12m,2343652,3,156.85139,88.95928,18.084,0.036,17.468,16.299,1.705,2.05,1.835,0,0,0,2,1,0.0451,182.154531946508,,,,,,
tile04h48m+88d30m,1588922,3,59.88639,88.21863,18.137,0.028,17.24,16.695,2.436,2.534,2.545,0,0,0,3,5,0.0452,182.558422261245,,,,,,
tile07h12m+88d42m,1656441,3,117.316,88.73251,17.569,0.039,16.832,15.938,2.853,2.889,2.211,0,0,0,3,1,0.0452,182.558422261245,,,,,,
tile03h36m+88d00m,1588665,3,64.68729,87.92167,15.969,0.017,14.91,14.04,2.024,1.913,1.912,0,3,3,2,5,0.0453,182.962312575983,,,,,,
tile00h00m+88d30m,112691,3,11.236,88.33069,18.823,0.065,17.947,17.083,1.884,2.211,2.148,0,0,0,2,3,0.0453,182.962312575983,,,,,,
tile04h48m+87d06m,1608645,3,77.2235,87.14099,18.965,0.078,17.847,16.857,1.765,2.326,2.074,0,1,3,2,3,0.0453,182.962312575983,,,,,,
tile14h24m+89d12m,2345356,3,216.78006,89.12513,17.573,0.021,16.908,16.254,1.588,2.019,2.22,0,0,2,2,1,0.0453,182.962312575983,,,,,,
tile12h00m+87d06m,3073746,3,182.67636,87.14543,18.88,0.049,18.124,17.152,1.92,1.97,1.864,0,0,0,2,1,0.0453,182.962312575983,,,,,,
tile00h00m+90d00m,417312,3,38.34813,89.63642,18.857,0.07,18.292,17.407,2.499,3.169,2.854,0,2,2,3,5,0.0454,183.36620289072,,,,,,
tile03h36m+88d00m,1607240,3,50.75085,87.79028,18.064,0.082,16.789,16.222,2.238,3.8,3.469,0,2,0,2,5,0.0454,183.36620289072,,,,,,
tile20h24m+87d18m,2481976,3,312.39818,87.36904,17.227,0.016,16.459,15.944,2.293,2.46,2.644,0,0,0,2,5,0.0454,183.36620289072,,,,,,
tile12h00m+87d06m,3630466,3,172.52926,87.08662,18.715,0.084,17.686,16.751,2.736,2.744,2.55,0,0,0,3,1,0.0454,183.36620289072,,,,,,
tile16h48m+88d42m,751416,3,246.65821,88.45685,17.902,0.055,17.086,16.322,2.316,2.575,2.102,2,0,0,2,2,0.0455,183.770093205457,,,,,,
tile16h48m+87d06m,1539139,3,256.13611,86.66896,17.624,0.023,16.784,16.035,1.463,2.51,1.978,0,2,0,2,2,0.0455,183.770093205457,,,,,,
tile19h12m+88d30m,436143,3,289.5447,88.21556,16.944,0.02,16.693,15.82,2.149,2.148,2.071,0,0,0,2,1,0.0455,183.770093205457,,,,,,
tile03h36m+88d00m,2677162,3,64.70807,87.78472,18.931,0.075,17.736,17.082,2.139,2.13,2.273,0,0,0,2,4,0.0456,184.173983520195,,,,,,
tile00h00m+88d30m,112805,3,11.18408,88.61133,18.318,0.041,17.368,16.548,2.516,3.573,3.837,0,0,0,3,2,0.0456,184.173983520195,,,,,,
tile21h36m+88d42m,414338,3,337.40033,88.82627,18.361,0.036,17.496,16.782,1.615,1.951,1.956,3,3,3,2,1,0.0456,184.173983520195,,,,,,
tile09h36m+87d48m,1637374,3,146.53201,87.35304,17.576,0.019,16.702,15.881,1.335,2.164,1.913,0,0,0,2,1,0.0456,184.173983520195,,,,,,
tile06h00m+88d00m,1607860,3,83.84777,87.943,18.514,0.101,17.825,17.096,3,2.739,2.896,0,0,2,3,5,0.0457,184.577873834932,,,,,,
tile03h36m+88d00m,2857830,3,51.80082,87.69384,18.98,0.049,18.444,17.794,1.721,2.021,2.418,0,0,0,2,5,0.0457,184.577873834932,,,,,,
tile21h36m+88d42m,1219524,3,318.96227,88.69061,18.951,0.1,18.366,17.41,3.878,2.707,2.604,2,0,0,3,3,0.0457,184.577873834932,,,,,,
tile14h24m+87d06m,3644138,3,208.29121,86.9783,17.465,0.022,16.826,16.196,2.578,3.006,2.785,0,0,0,3,1,0.0457,184.577873834932,,,,,,
tile16h48m+88d42m,626487,3,238.5018,88.4652,17.096,0.014,16.303,15.545,1.8,3.034,2.476,0,0,0,2,5,0.0458,184.981764149669,,,,,,
tile14h24m+89d12m,2345108,3,244.05124,89.16004,17.417,0.02,16.86,16.024,2.409,3.396,3.989,0,0,0,3,5,0.0459,185.385654464406,,,,,,
tile09h36m+87d48m,1659753,3,151.65504,87.5064,17.886,0.021,17.169,16.484,1.141,2.012,1.795,0,0,0,2,1,0.0459,185.385654464406,,,,,,
tile14h24m+88d30m,626542,3,230.10128,88.60395,18.642,0.04,18.92,18.772,2.551,4.797,3.934,0,0,0,3,5,0.046,185.789544779144,,,,,,
