No.,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations
301,MCG +15-01-020,268.83821,87.72919,G,5740,0.019147,    ,17,0,10,0,27,4,3,3,0
302,WISEA J175914.48+883808.6,269.80983,88.63561,G,20121,0.067118,PHOT,     ,0,1,0,27,4,1,2,0
303,WISEA J180039.74+865113.9,270.16683,86.85383,G,16308,0.054397,PHOT,     ,0,1,0,27,4,1,2,0
304,WISEA J180156.20+865136.7,270.47771,86.86078,G,19533,0.065156,PHOT,17.0E,0,4,0,32,6,1,2,0
305,UGC 11267,271.64708,87.80944,G,5257,0.017535,    ,15.6,0,22,1,41,9,3,6,0
306,WISEA J181051.12+873642.0,272.71312,87.61172,G,11571,0.038597,    ,11.4K,0,3,0,28,4,3,2,0
307,WISEA J181745.73+873746.8,274.43821,87.62917,G,12604,0.042044,PHOT,     ,0,1,0,27,4,1,2,0
308,WISEA J181933.60+873826.6,274.88747,87.64081,G,11625,0.038777,    ,16.63,0,6,0,31,5,3,2,0
309,WISEA J182026.82+873654.6,275.112,87.61519,G,14583,0.048645,PHOT,     ,0,1,0,27,4,1,2,0
310,WISEA J182128.30+873419.0,275.36754,87.57197,G,10051,0.033527,PHOT,     ,0,1,0,27,4,1,2,0
311,WISEA J182150.87+864222.7,275.463,86.70628,G,19655,0.065562,PHOT,17.3,0,4,0,25,4,2,2,0
312,WISEA J182152.41+873543.6,275.46661,87.59524,G,9264,0.030902,PHOT,18.36,0,2,0,27,4,1,2,0
313,WISEA J182159.35+864306.5,275.49612,86.71859,G,13829,0.046127,PHOT,17.3,0,4,0,27,4,2,2,0
314,WISEA J182200.39+873743.5,275.49657,87.62853,G,6050,0.020181,PHOT,17.91,0,2,0,31,5,1,2,0
315,UGC 11339,275.80668,86.8905,G,7990,0.026652,    ,15.18,0,25,1,33,8,4,5,0
316,WISEA J182428.14+864213.8,276.11867,86.70392,G,19844,0.066192,PHOT,17.1E,0,3,0,27,4,1,2,0
317,WISEA J183257.07+881523.1,278.24017,88.25642,G,14690,0.049002,PHOT,     ,0,1,0,27,4,1,2,0
318,WISEA J184201.17+865410.5,280.50292,86.90289,G,11645,0.038843,PHOT,16.8E,0,2,0,27,4,1,2,0
319,WISEA J184802.34+861625.6,282.01067,86.27394,G,10391,0.034659,PHOT,     ,0,1,0,27,4,1,2,0
320,WISEA J184943.59+875526.3,282.43021,87.92394,G,16776,0.055958,PHOT,     ,0,1,0,31,5,1,2,0
321,WISEA J190136.94+870833.5,285.40233,87.1426,G,10759,0.035889,PHOT,16.95,0,2,0,27,4,1,2,0
322,WISEA J191017.26+880247.9,287.57204,88.04664,G,15469,0.051599,PHOT,     ,0,1,0,27,4,1,2,0
323,UGC 11495,293.7935,87.27519,G,14619,0.048764,    ,16,0,17,0,37,7,3,5,0
324,WISEA J194045.06+874759.1,295.18721,87.79975,G,14948,0.049862,PHOT,     ,0,1,0,27,4,1,2,0
325,WISEA J194309.70+864530.0,295.78963,86.75825,G,10236,0.034142,PHOT,     ,0,1,0,27,4,1,2,0
326,VII Zw 924 NOTES01,297.24072,86.08384,G,7762,0.025891,PHOT,17.8,0,3,1,31,5,1,2,0
327,VII Zw 924 NOTES02,297.55454,86.08683,G,13318,0.044423,PHOT,19,0,4,1,27,4,1,2,0
328,WISEA J195435.99+874138.2,298.65467,87.69428,G,5398,0.018005,PHOT,     ,0,1,0,31,5,1,2,0
329,WISEA J195824.88+862551.9,299.60287,86.43111,G,14418,0.048094,PHOT,     ,0,1,0,31,5,1,2,0
330,WISEA J200141.08+883547.4,300.42116,88.59682,G,13315,0.044413,PHOT,17.81,0,2,0,27,4,1,2,0
331,WISEA J200439.49+892907.9,301.1635,89.48564,G,14846,0.04952,PHOT,     ,0,1,0,27,4,1,2,0
332,WISEA J201048.95+862945.3,302.70329,86.49589,G,16193,0.054013,PHOT,     ,0,1,0,31,5,1,2,0
333,2MASS J20111714+8811544,302.81811,88.19844,G,14090,0.047,    ,17.5,0,4,0,5,2,1,0,0
334,2MASX J20140020+8850002,303.49758,88.83339,G,11963,0.039903,PHOT,     ,0,1,0,15,3,1,2,0
335,WISEA J201912.33+864546.4,304.8041,86.76292,G,9367,0.031246,PHOT,16.71,0,2,0,31,5,1,2,0
336,WISEA J202134.90+862225.7,305.39562,86.37378,G,20123,0.067122,PHOT,     ,0,1,0,31,5,1,2,0
337,2MASX J20345612+8748562,308.73198,87.81541,G,5773,0.019257,    ,17.42,0,9,0,25,7,3,2,0
338,WISEA J203929.63+885903.1,309.86983,88.98425,G,18347,0.061198,PHOT,     ,0,1,0,27,4,1,2,0
339,WISEA J204129.11+862633.0,310.37079,86.4425,G,18683,0.062321,PHOT,     ,0,2,0,27,4,1,2,0
340,WISEA J204804.00+861223.4,312.01587,86.20647,G,15165,0.050584,PHOT,     ,0,1,0,30,5,1,2,0
341,WISEA J205229.56+861112.1,313.12069,86.18675,G,21271,0.070954,PHOT,16.58,0,3,0,27,4,1,2,0
342,VII Zw 938,314.16929,87.88069,G,5754,0.019193,    ,15.6,0,11,1,28,5,3,2,0
343,WISEA J205931.46+875305.6,314.88137,87.88483,G,9618,0.032082,PHOT,     ,0,1,0,27,4,1,2,0
344,2MFGC 16089,318.57929,87.30583,G,19725,0.065796,PHOT,11.9K,0,9,0,40,8,1,2,0
345,WISEA J212605.40+881928.9,321.51683,88.32497,G,18026,0.060128,PHOT,     ,0,1,0,27,4,1,2,0
346,WISEA J212807.67+891042.7,322.03179,89.17853,G,13524,0.045112,PHOT,     ,0,1,0,27,4,1,2,0
347,WISEA J213333.96+883908.3,323.38921,88.65231,G,13551,0.0452,PHOT,     ,0,1,0,27,4,1,2,0
348,WISEA J213519.36+890653.8,323.83158,89.11489,G,11804,0.039374,PHOT,     ,0,4,0,33,6,1,2,1
349,WISEA J213626.76+884230.6,324.11067,88.70842,G,17376,0.057961,PHOT,     ,0,1,0,27,4,1,2,0
350,WISEA J215102.04+874823.4,327.75484,87.80655,G,2474,0.008252,PHOT,16.57,0,4,0,36,7,1,2,0
351,WISEA J215541.70+884046.1,328.92575,88.6795,G,18735,0.062494,PHOT,     ,0,1,0,27,4,1,2,0
352,WISEA J220058.42+860444.7,330.246,86.07922,G,15553,0.051879,PHOT,     ,0,1,0,27,4,1,2,0
353,WISEA J220643.34+881953.6,331.68613,88.33158,G,16070,0.053603,PHOT,17.73,0,2,0,31,5,1,2,0
354,WISEA J220653.42+874645.3,331.72204,87.77919,G,11132,0.037134,PHOT,     ,0,1,0,27,4,1,2,0
355,WISEA J221428.55+870746.9,333.61908,87.12961,G,15161,0.05057,PHOT,     ,0,1,0,27,4,1,2,0
356,WISEA J221637.98+865547.0,334.15608,86.92972,G,5696,0.019,SPEC,16.1,0,10,0,35,7,3,2,0
357,WISEA J222059.98+865430.4,335.24996,86.9085,G,20384,0.067993,PHOT,15.04,0,1,0,27,4,1,2,0
358,LDCE 1521,337.18125,87.14361,GGroup,5620,0.018746,    ,     ,0,1,0,0,1,1,0,0
359,WISEA J223223.81+860021.2,338.10087,86.00594,G,18681,0.062314,PHOT,     ,0,1,0,27,4,1,2,0
360,WISEA J223927.27+871634.2,339.86367,87.276,G,16969,0.056601,PHOT,     ,0,1,0,27,4,1,2,0
361,WISEA J224335.90+891337.3,340.89683,89.22697,G,20403,0.068058,PHOT,     ,0,1,0,27,4,1,2,0
362,WISEA J224656.05+862905.3,341.73258,86.48486,G,10719,0.035756,PHOT,     ,0,1,0,31,5,1,2,0
363,HDCE 1209,342.18042,86.83,GTrpl,5576,0.0186,    ,     ,0,1,0,0,1,1,0,0
364,2MASX J22534044+8639084,343.42467,86.65194,G,10989,0.036654,PHOT,     ,0,1,0,24,6,1,2,0
365,WISEA J225550.37+865133.2,343.96025,86.85941,G,7562,0.025225,PHOT,16.43,0,2,0,27,4,1,2,0
366,WISEA J230000.72+883146.5,344.99779,88.52962,G,11250,0.037526,    ,17.66,0,6,0,27,4,3,2,0
367,UGC 12377,345.85741,86.76601,G,5430,0.018112,    ,16,0,11,1,27,5,3,5,0
368,UGC 12387,346.084,86.74976,G,5586,0.018633,    ,15.3,0,20,1,35,9,4,7,0
369,WISEA J231336.94+870119.9,348.40287,87.02214,G,17160,0.057238,PHOT,     ,0,1,0,27,4,1,2,0
370,WISEA J232523.69+875245.0,351.34812,87.87914,G,20463,0.068256,PHOT,     ,0,1,0,27,4,1,2,0
371,WISEA J232756.38+873237.9,351.98358,87.54386,G,15301,0.051037,PHOT,13.8,0,1,0,28,4,1,2,0
372,WISEA J233626.79+891844.3,354.11054,89.31225,G,12150,0.040527,PHOT,     ,0,1,0,27,4,1,2,0
373,WISEA J234545.41+881803.3,356.43288,88.30131,G,20714,0.069096,PHOT,     ,0,1,0,27,4,1,2,0
374,WISEA J235159.79+861610.3,357.999,86.26958,G,12125,0.040443,PHOT,     ,0,1,0,27,4,1,2,0
375,MCG +14-01-004,358.33642,86.02769,G,5836,0.019467,    ,17,0,14,0,31,8,4,3,0
